Title,Instructor,Status,Progress,Priority,Tags,
The no BS 2 Hour UI Design Course,Messod Michael Abehsera,Not Started,,Low,"{'Design', 'Hour', 'Course'}",
Blender Beginners Guide to 3D Modelling Game Asset Pipeline,3D Tudor,Not Started,,Low,"{'Asset', 'Pipeline', 'Modelling', 'Game', 'Blender', 'Beginners', 'Guide'}",
Create Stunning Vertical Shoot 'Em Up for Mobile with Unity,Romi Fauzi,Not Started,,Low,"{'Vertical', 'Mobile', 'Unity', 'Stunning', 'Shoot', 'Create'}",
Building Movies Site With Python & Django - IMDB Clone,Mahmoud Ahmed,Not Started,,High,"{'Clone', 'Django', 'Python', 'Site', 'Building'}",
Build OLX Clone With Python & Django,Mahmoud Ahmed,Not Started,,High,"{'Python', 'Clone', 'Django', 'Build'}",
Build Full Download Manager | Python & PyQt5,Mahmoud Ahmed,Not Started,,High,"{'Full', 'Python', 'Manager', 'Download', 'Build'}",
"Excel To EXE, Make Secure Windows Applications From Excel",Daniel Strong,Not Started,,Low,"{'Excel', 'Secure', 'Applications', 'Make', 'Windows'}",
Agile Project Management+Scrum Step by Step with Examples,Paul Ashun,Not Started,,Low,"{'Project', 'Agile', 'Examples', 'Step', 'Management', 'Scrum'}",
"Docker, From Zero To Hero: Become a DevOps Docker Master",Ricardo Andre Gonzalez Gomez,Not Started,,Low,"{'Master', 'Zero', 'Hero', 'Become', 'DevOps'}",
"Learn HTML and CSS -- Build Google, Twitter and Facebook!",Michael Perrone,Not Started,,Low,"{'Twitter', 'Facebook', 'Html', 'Learn', 'Build', 'Google'}",
Learn To Create A Complete Menu System in Unity,James Doyle,Not Started,,Low,"{'System', 'Menu', 'Complete', 'Unity', 'Learn', 'Create'}",
HTML in Web Development in 2020,Erduite Learners,Not Started,,Medium,"{'Html', 'Web Development', '2020', 'Development'}",
CSS in Web Development in 2020,Erduite Learners,Not Started,,Medium,"{'Web Development', '2020', 'Development'}",
A beginner's guide to creating artwork for 2D video games,Pete Jepson,Not Started,,Low,"{'Beginner', 'Video', 'Artwork', 'Creating', 'Games', 'Guide'}",
Drupal 8 module development + useful tips,Gleb Redko,Not Started,,Low,"{'Module', 'Useful', 'Development', 'Drupal', 'Tips'}",
Learn Web Scraping in Python with BeautifulSoup Library,Hachem SFAR,Not Started,,High,"{'Library', 'Python', 'Learn'}",
Google Apps Script CalendarApp and SpreadsheetApp Project,Laurence Svekis,Not Started,,Low,"{'Calendarapp', 'Project', 'Script', 'Spreadsheetapp', 'Apps', 'Google'}",
Learn Illustrator CC: Create Simple Flat Vector Characters,Jonathan Lam,Not Started,,Low,"{'Simple', 'Vector', 'Characters', 'Learn', 'Create', 'Flat', 'Illustrator'}",
Angular 5 tutorial from scratch - Beginners tutorial,Ashish Tiwary,Not Started,,Low,"{'Scratch', 'Angular', 'Beginners', 'Tutorial'}",
"Intro To Adobe Color, Spark, Rush, & Bandlab",Phillip Dillow,Not Started,,Low,"{'Adobe', 'Bandlab', 'Spark', 'Intro', 'Rush', 'Color'}",
Complete Android course for 2019,Meisam Mansourzadeh,Not Started,,Low,"{'2019', 'Course', 'Android', 'Complete'}",
SQL Crash Course : PostgreSQL for Beginners,Start-Tech Academy,Not Started,,Low,"{'Crash', 'SQL', 'Course', 'Beginners'}",
Laravel for beginners: from zero fly to build Laravel CMS !,创意AI _,Not Started,,Low,"{'Zero', 'Laravel', 'Beginners', 'Build'}",
Beginner Photoshop to HTML5 and CSS3,Carl Heaton,Not Started,,Low,"{'Beginner', 'Photoshop', 'Html5', 'Css3'}",
Intro to React Native build a chat app,Bryan Ellis,Not Started,,Low,"{'React', 'Chat', 'Intro', 'Build'}",
Python Flask - With Modern Web Development Tools,Christopher Hawkes,Not Started,,High,"{'Python', 'Web Development', 'Modern', 'Tools', 'Development', 'Flask'}",
Clickbank Affiliate Marketing Training Clickbank Success,Nick Tsai,Not Started,,Low,"{'Success', 'Marketing', 'Training', 'Affiliate', 'Clickbank'}",
How To Make An App For Beginners (iOS/Swift - 2019),Chris Ching,Not Started,,Low,"{'Make', 'Swift', '2019', 'Beginners'}",
Amazon Kindle: Publish Your 1st eBook & Make Passive Income,Skill Pride .,Not Started,,Low,"{'Publish', 'Amazon', 'Passive', 'Income', 'Kindle', 'Make', 'Ebook'}",
Python Operators For Beginners,Bluelime Learning Solutions,Not Started,,High,"{'Python', 'Beginners'}",
Learn Angular 5 from Scratch,Gary Simon,Not Started,,Low,"{'Learn', 'Scratch', 'Angular'}",
Master Linux BASH Terminal Essentials,JP COURSES,Not Started,,Low,"{'Bash', 'Essentials', 'Master', 'Linux', 'Terminal'}",
Algebra for Beginners - Basic Algebra Review/Problem Solving,Robel Haile,Not Started,,Low,"{'Solving', 'Problem', 'Basic', 'Algebra', 'Beginners', 'Review'}",
Adobe XD CC Fundamentals,Hatem Boukhit,Not Started,,Low,"{'Fundamentals', 'Adobe'}",
Absolute Python Basics For Anyone,Arav Vijayaraghavan,Not Started,,High,"{'Python', 'Absolute', 'Basics'}",
Hand Lettering: Letterforms to Calligraffiti,Joe WALDRON,Not Started,,Low,"{'Lettering', 'Letterforms', 'Calligraffiti', 'Hand'}",
Angular Basics for Absolute Beginners,Web Academy by Harsha Vardhan,Not Started,,Low,"{'Absolute', 'Angular', 'Beginners', 'Basics'}",
Getting Started with TypeScript // A Javascript Compiler,Justin Mitchel,Not Started,,Low,"{'Getting', 'Started', 'JavaScript', 'Typescript'}",
web development for beginners,Adnan Ahmad,Not Started,,Low,"{'Web Development', 'Beginners', 'Development'}",
JavaScript from Scratch in one hour 2022,StudyDay Elearning,Not Started,,Low,"{'2022', 'Scratch', 'JavaScript', 'Hour'}",
Amazon Kindle ebook Publishing -  Using a Virtual Assistant,Phillip Stone,Not Started,,Low,"{'Amazon', 'Publishing', 'Virtual', 'Assistant', 'Using', 'Kindle', 'Ebook'}",
Resume (CV)/ Getting Started for Freelancers & Entrepreneurs,Robert G,Not Started,,Low,"{'Getting', 'Freelancers', 'Started', 'Entrepreneurs', 'Resume'}",
DIY Grief Counseling: 21 Days to Healing and Resilience,Crystal Hutchinson (f/k/a) Tummala,Not Started,,Low,"{'Grief', 'Days', 'Healing', 'Resilience', 'Counseling'}",
Linux Foundation Certified System Administrator (LFCS),Javed Akbar,Not Started,,Low,"{'System', 'Administrator', 'Linux', 'Certified', 'Lfcs', 'Foundation'}",
HTML & CSS Flexbox: Create Amazing Responsive Websites,Luis Carlos,Not Started,,Low,"{'Flexbox', 'Html', 'Responsive', 'Create', 'Websites', 'Amazing'}",
Learn Python from Scratch,Giles McMullen-Klein,Not Started,,High,"{'Python', 'Scratch', 'Learn'}",
Educational Game Design,Bahcesehir University,Not Started,,Low,"{'Design', 'Educational', 'Game'}",
Complete PHP from Scratch for Beginners,Srini Vanamala,Not Started,,Low,"{'Scratch', 'Beginners', 'Complete'}",
Flutter Web Development Course Build Complete FlutterWeb App,Yazdani Chowdhury,Not Started,,Medium,"{'Complete', 'Web Development', 'Course', 'Development', 'Flutter', 'Build'}",
The Complete Full-Stack JavaScript Course,"Joseph Delgadillo, Nick Germaine",Not Started,,Low,"{'JavaScript', 'Stack', 'Full', 'Complete', 'Course'}",
How to Build Muscle and Lose Fat (Master Health and Fitness),Bryan Guerra,Not Started,,Low,"{'Fitness', 'Master', 'Muscle', 'Lose', 'Health', 'Build'}",
Gatsby.js for beginners,Bluelime Learning Solutions,Not Started,,Low,"{'Gatsby', 'Beginners'}",
Python Bootcamp: Master Python with Real-World Projects,"Temotec Learning Academy, Tamer Ahmed",Not Started,,High,"{'Real', 'Bootcamp', 'Projects', 'Python', 'Master', 'World'}",
Photoshop for Web Design Beginners,Carl Heaton,Not Started,,Low,"{'Design', 'Photoshop', 'Beginners'}",
Jack's eBay Drop Shipping Companion Course Updated 2019,Jack Pitman,Not Started,,Low,"{'Drop', 'Shipping', 'Companion', '2019', 'Course', 'Jack', 'Ebay', 'Updated'}",
Complete Angular from Zero to Hero | Complete Guide,M Darwish,Not Started,,Low,"{'Complete', 'Zero', 'Hero', 'Angular', 'Guide'}",
Getting Started with React using Hooks and REST API,Eric Greene,Not Started,,Low,"{'Getting', 'Rest', 'React', 'Using', 'Started'}",
Easy C# by Windows Forms Practical Projects Beginners to Pro,Musavi Abdullah,Not Started,,Low,"{'Forms', 'Easy', 'Projects', 'Beginners', 'Practical', 'Windows'}",
Learn to Create Advance Responsive Websites With Bootstrap,Mohammad Tahir Taous,Not Started,,Low,"{'Bootstrap', 'Advance', 'Responsive', 'Learn', 'Create', 'Websites'}",
Ultimate JavaScript Interview Course,Eric Traub,Not Started,,Low,"{'Interview', 'Course', 'Ultimate', 'JavaScript'}",
Complete IntelliJ IDEA 2019 course for beginners,Nilton Santos,Not Started,,Low,"{'Complete', '2019', 'Course', 'Beginners', 'Intellij', 'Idea'}",
Book Marketing That Sells Books on Amazon: My Proven Methods,Ian Stables,Not Started,,Low,"{'Sells', 'Amazon', 'Marketing', 'Books', 'Methods', 'Proven', 'Book'}",
Endless Nonfiction Book Ideas - You'll Never Run Out Again,Ian Stables,Not Started,,Low,"{'Nonfiction', 'Ideas', 'Never', 'Endless', 'Book'}",
Format Kindle Books in Minutes: and Get Professional Results,Ian Stables,Not Started,,Low,"{'Professional', 'Results', 'Books', 'Minutes', 'Kindle', 'Format'}",
The Top Three Things That Sell Most Kindle Nonfiction Books,Ian Stables,Not Started,,Low,"{'Nonfiction', 'Things', 'Three', 'Books', 'Sell', 'Kindle'}",
Write In Steps: The Amazing Nonfiction Book Writing Formula,Ian Stables,Not Started,,Low,"{'Formula', 'Nonfiction', 'Steps', 'Write', 'Writing', 'Book', 'Amazing'}",
The Beginners Guide to Copywriting - Sell with Your Words,Bryan Guerra,Not Started,,Low,"{'Words', 'Copywriting', 'Beginners', 'Sell', 'Guide'}",
Linux Foundation Certified System Administrator PracticeTest,MY TECH LEARN,Not Started,,Low,"{'System', 'Practicetest', 'Administrator', 'Linux', 'Certified', 'Foundation'}",
Linux command line and Bash Shell Scripting,Shakil khan,Not Started,,Low,"{'Line', 'Bash', 'Shell', 'Linux', 'Command', 'Scripting'}",
Python Programming Tutorial: Learn Online | MongoDB | Django,"Alper ZEYTÜNLÜ, M.Sc.",Not Started,,High,"{'Django', 'Python', 'Mongodb', 'Programming', 'Online', 'Tutorial', 'Learn'}",
Make a horror survival game in Unity,Pete Jepson,Not Started,,Low,"{'Survival', 'Game', 'Horror', 'Unity', 'Make'}",
Code Mobile first websites Rapidly with Emmet & Bootstrap  4,Mohammad Tahir Taous,Not Started,,Low,"{'Code', 'First', 'Bootstrap', 'Emmet', 'Mobile', 'Rapidly', 'Websites'}",
Bootstrap 4 from Scratch With Projects,Luke's Programming School,Not Started,,Low,"{'Projects', 'Bootstrap', 'Scratch'}",
JavaScript Full Course - Beginner to Expert,Chirag Khatri,Not Started,,Low,"{'Beginner', 'JavaScript', 'Expert', 'Full', 'Course'}",
Lets Learn Python,Ashar Siddiqui,Not Started,,High,"{'Python', 'Lets', 'Learn'}",
Beginning with Android Development : First App and Beyond,Rajat Sharma,Not Started,,Low,"{'First', 'Beginning', 'Development', 'Beyond', 'Android'}",
C# Basics for Beginners: Learn Coding with C#,Victor Gorinov,Not Started,,Low,"{'Learn', 'Coding', 'Beginners', 'Basics'}",
iOS 10 iPhone App Development: Learn the Basics in 2 hours,Michael Harrison,Not Started,,Low,"{'Basics', 'Hours', 'Development', 'Learn', 'Iphone'}",
Basic Art Drawing Techniques - Step by Step Learning,Vidobu Learning,Not Started,,Low,"{'Learning', 'Basic', 'Step', 'Drawing', 'Techniques'}",
Android Office Task Management App Using Firebase(Real App),Yazdani Chowdhury,Not Started,,Low,"{'Real', 'Task', 'Using', 'Firebase', 'Office', 'Management', 'Android'}",
Learn Cinema 4D: Low Poly Wolf,Jonathan Lam,Not Started,,Low,"{'Learn', 'Wolf', 'Cinema', 'Poly'}",
Python For Vision and Detection : OpenCv Python,Programming Academy- Learn and Create,Not Started,,High,"{'Python', 'Detection'}",
Complete TypeScript For Beginners,Awais Jamil,Not Started,,Low,"{'Typescript', 'Beginners', 'Complete'}",
Web Developer Basics,Mohamed Hosny,Not Started,,Low,"{'Basics', 'Developer'}",
The Complete LibGDX Game Course Using Java,Awesome Tuts,Not Started,,Low,"{'Game', 'Complete', 'Course', 'Using', 'Java'}",
Learn Making Professional Thumbnails Through Andriod and ios,Faisal Saleh Hayat,Not Started,,Low,"{'Professional', 'Making', 'Thumbnails', 'Learn', 'Andriod'}",
Logo Design: From Beginner To Professional,Joseph adam,Not Started,,Low,"{'Professional', 'Beginner', 'Logo', 'Design'}",
Complete Firebase Tutorial for Android App Development,Janhavi Sawant,Not Started,,Low,"{'Complete', 'Firebase', 'Development', 'Tutorial', 'Android'}",
Digital Drawing Techniques with Graphic Tablet,Vidobu Learning,Not Started,,Low,"{'Digital', 'Graphic', 'Tablet', 'Drawing', 'Techniques'}",
Blender Complete Beginners Guide to 3D Modelling a Scene,3D Tudor,Not Started,,Low,"{'Modelling', 'Complete', 'Blender', 'Beginners', 'Scene', 'Guide'}",
Design Pricing Table in Photoshop (Resource Files Included),Supriyo Kundu,Not Started,,Low,"{'Photoshop', 'Pricing', 'Table', 'Files', 'Design', 'Resource', 'Included'}",
How you can be a good DJ with MonsterGODJ,Monster Godj,Not Started,,Low,"{'Monstergodj', 'Good'}",
Modern JavaScript for Beginners Learn JavaScript ES6,Laurence Svekis,Not Started,,Low,"{'Learn', 'Modern', 'Beginners', 'JavaScript'}",
Learn Angular in a Day,Jurica Maltar,Not Started,,Low,"{'Learn', 'Angular'}",
All The Way CSS - The Complete CSS Adventure,Philipp Rost,Not Started,,Low,"{'Adventure', 'Complete'}",
(2025) Web Development Absolute Beginners: 22 Courses in 1,Creative Online School,Not Started,,Medium,"{'Courses', 'Absolute', '2025', 'Web Development', 'Beginners', 'Development'}",
Just Enough Data Structures in Python By Examples,SDE Arts by Ahmed EL Mohandes,Not Started,,High,"{'Examples', 'Python', 'Data'}",
FL Studio Upgrade Courses - Learn All FL Studio Updates,"Martin Svensson, Music-Prod Education",Not Started,,Low,"{'Courses', 'Upgrade', 'Studio', 'Updates', 'Learn'}",
Complete PHP OOP Concepts for Absolute Beginners + Projects,Srini Vanamala,Not Started,,Low,"{'Concepts', 'Absolute', 'Complete', 'Projects', 'Beginners'}",
Learn Node.js and Express fast and easy,Amazing Tutorials,Not Started,,Low,"{'Express', 'Fast', 'Easy', 'Node', 'Node.js', 'Learn'}",
"Build your first website using HTML5, CSS3 and Javascript",Amazing Tutorials,Not Started,,Low,"{'First', 'Html5', 'Css3', 'JavaScript', 'Website', 'Using', 'Build'}",
You can create Incredible Websites with HTML CSS learn how,Laurence Svekis,Not Started,,Low,"{'Html', 'Learn', 'Create', 'Websites', 'Incredible'}",
HTML and CSS - Lets Build a Mixer Clone,Joe Santos Garcia,Not Started,,Low,"{'Clone', 'Lets', 'Mixer', 'Html', 'Build'}",
Learn React by Building Real Projects,Joe Santos Garcia,Not Started,,Low,"{'Real', 'React', 'Projects', 'Learn', 'Building'}",
Gulp - Build a Web Developer Starter Kit,Joe Santos Garcia,Not Started,,Low,"{'Gulp', 'Starter', 'Developer', 'Build'}",
MongoDB and Python: Quick start,Michael Kennedy,Not Started,,High,"{'Mongodb', 'Python', 'Start', 'Quick'}",
Vue JS and Firebase:Build an iOS and Android chat app,Kim Chen,Not Started,,Low,"{'Chat', 'Android', 'Build', 'Firebase'}",
Introduction to Unity 2D Physics,Giubilei Tommaso,Not Started,,Low,"{'Physics', 'Introduction', 'Unity'}",
Node Local SQLite Database with Node for beginners,Laurence Svekis,Not Started,,Low,"{'Sqlite', 'Local', 'Beginners', 'Database', 'Node'}",
Python For Everybody : Python Programming MADE EASY,Cher Hin Chong,Not Started,,High,"{'Made', 'Easy', 'Python', 'Everybody', 'Programming'}",
Build a Stock Market Web App With Python and Django,John Elder,Not Started,,High,"{'Market', 'Python', 'Django', 'Build'}",
Learn C++: Algorithms and Functions,Aleksandar Stankovski,Not Started,,Low,"{'Learn', 'Functions', 'Algorithms'}",
"Unity 3D Course: No Coding, Build & Market Video Games Fast","Sergey Kasimov, Yohann Taieb",Not Started,,Low,"{'Fast', 'Coding', 'Video', 'Course', 'Unity', 'Market', 'Games', 'Build'}",
Complete Angular Course: Go From Zero To Hero,ABD Muhammad,Not Started,,Low,"{'Complete', 'Course', 'Zero', 'Hero', 'Angular'}",
Java Programming Bootcamp - Build Real Projects with JavaFX,Ghulam Abbas,Not Started,,Low,"{'Real', 'Bootcamp', 'Projects', 'Programming', 'Javafx', 'Java', 'Build'}",
RoboAuthor: Content Writing Automation - Part 1 + Live Class,Srinidhi Ranganathan,Not Started,,Low,"{'Part', 'Live', 'Content', 'Writing', 'Class', 'Automation'}",
How to Generate Passive Income With No Initial Funds,Bryan Guerra,Not Started,,Low,"{'Funds', 'Passive', 'Generate', 'Income', 'Initial'}",
Learn Illustrator CC: Create a Simple Flat Vector Orc,Jonathan Lam,Not Started,,Low,"{'Simple', 'Vector', 'Learn', 'Create', 'Flat', 'Illustrator'}",
Successfully Working With Clients on a Logo Design Project,Derrick Mitchell,Not Started,,Low,"{'Successfully', 'Working', 'Project', 'Clients', 'Logo', 'Design'}",
Pixel Workshop: RPG Style Graphics,Game Art Co,Not Started,,Low,"{'Workshop', 'Style', 'Graphics', 'Pixel'}",
Python Programming Beginners Tutorial : Python 3 Programming,Ajay Tech,Not Started,,High,"{'Python', 'Beginners', 'Tutorial', 'Programming'}",
Exam 70-480 : Programming in HTML5 with JavaScript and CSS3,Rahul Mahadik,Not Started,,Low,"{'Html5', 'Css3', 'JavaScript', 'Exam', 'Programming'}",
Learn Complete HTML5 Tutorials along with 3 PROJECTS,Softenix Technologies,Not Started,,Low,"{'Html5', 'Tutorials', 'Complete', 'Projects', 'Along', 'Learn'}",
Build a Blockchain & Cryptocurrency using Python,Dr Zakwan Jaroucheh,Not Started,,High,"{'Cryptocurrency', 'Blockchain', 'Python', 'Using', 'Build'}",
Clip Studio Paint Pro/Ex (Manga Studio 5),"Brian Jackson, Writing, Self-publishing and Marketing an Amazon Kindle eBook and Book with Word, PowerPoint, ChatGPT and KDP",Not Started,,Low,"{'Studio', 'Manga', 'Clip', 'Paint'}",
Start Making Comics with Manga Studio 5 / Clip Studio Paint,Adam Savage,Not Started,,Low,"{'Manga', 'Studio', 'Paint', 'Making', 'Clip', 'Start', 'Comics'}",
Game Development (Android + IOS): Build 12 Apps & Games,Sachin Kafle,Not Started,,Low,"{'Game', 'Development', 'Games', 'Android', 'Build', 'Apps'}",
Anime Academy: Anime Outfits 101,Christina Wu/Dubell,Not Started,,Low,"{'Outfits', 'Anime', 'Academy'}",
Learn to Host Multiple Domains on one Virtual Server,YouAccel Training,Not Started,,Low,"{'Virtual', 'Server', 'Host', 'Domains', 'Multiple', 'Learn'}",
OpenToonz 101: drawing tools demystified,Igor Gimbosh,Not Started,,Low,"{'Opentoonz', 'Tools', 'Drawing', 'Demystified'}",
Build Currency converter application in python from scratch,Gstevewall Academy,Not Started,,Low,"{'Python', 'Application', 'Scratch', 'Build'}",
Using LinkedIn to Get a Job Without Going Crazy,Donna Shannon,Not Started,,Low,"{'Without', 'Going', 'Using', 'Linkedin', 'Crazy'}",
Project Based SQL Course: Code like a SQL Programmer,Brandon Brown,Not Started,,Low,"{'Code', 'Based', 'Like', 'Project', 'Course', 'SQL'}",
PHP & MySQL Web Development From Scratch - Build 5 Projects,ABDUL VALI KHAN,Not Started,,Medium,"{'Scratch', 'Projects', 'Web Development', 'Mysql', 'Development', 'Build'}",
